id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5
151653,CA,,1455,7,19,39,6,10.0,376,417.0,393,426.0,14860
100132,MO,F,393,0,0,71,10,15.0,216,258.0,258,301.0,10107
161726,CA,F,2453,86,16,45,5,7.0,438,451.0,436,475.0,15707
125986,TX,M,533,1,3,75,13,17.0,246,276.0,287,308.0,10096
185394,MI,F,647,0,7,80,8,5.0,285,317.0,300,338.0,12910
43799,FL,F,1044,15,8,35,13,20.0,366,318.0,458,499.0,22427
161838,CA,F,1953,47,25,43,13,14.0,304,353.0,337,380.0,13811
161838,CA,F,1953,47,25,43,13,14.0,304,353.0,337,380.0,13811
161838,CA,F,1953,47,25,43,13,14.0,304,353.0,337,380.0,13811
138311,AZ,Female,1708,36,7,19,9,20.0,437,586.0,551,684.0,29098
123469,TX,M,561,1,5,68,5,5.0,493,529.0,506,540.0,16623
135341,AZ,Female,700,0,9,12,12,12.0,205,221.0,276,295.0,12713
119966,TX,F,321,0,3,68,8,11.0,225,264.0,243,281.0,9372
152470,CA,F,5725,97,13,22,23,45.0,610,763.0,698,807.0,53158
48527,AL,Male,931,0,0,65,4,3.0,407,502.0,439,496.0,17743
171528,CA,F,1895,46,10,62,6,5.0,317,389.0,405,471.0,17431
50122,Tennessee,F,715,2,0,75,9,10.0,318,340.0,352,370.0,12416
92293,IL,F,3359,87,16,74,5,5.0,878,897.0,934,973.0,35266
47191,AL,F,950,3,6,55,4,5.0,264,295.0,330,378.0,20090
89288,IL,F,1243,9,18,70,10,15.0,414,467.0,464,507.0,15884
101676,MO,M,1162,7,4,60,10,15.0,529,560.0,571,612.0,18860
30051,GA,F,359,0,0,90,9,10.0,205,260.0,250,292.0,9279
141500,NV,M,720,0,9,19,11,18.0,328,357.0,358,381.0,12646
21599,SC,M,1168,15,1,68,5,7.0,365,430.0,403,460.0,18128
110789,LA,F,324,1,0,91,8,15.0,129,204.0,226,277.0,9585
139512,NM,M,828,2,4,39,20,20.0,318,368.0,366,416.0,14887
142662,CA,F,1188,5,10,34,8,10.0,166,218.0,194,243.0,10014
82920,MN,F,915,0,4,60,5,5.0,469,514.0,514,566.0,17112
168186,CA,,2412,91,17,55,20,10.0,549,534.0,564,549.0,16642
94503,IL,F,550,3,16,56,12,10.0,157,173.0,215,217.0,6493
167406,CA,F,4135,97,7,60,7,7.0,602,608.0,665,694.0,33830
170722,CA,F,2043,52,10,56,13,20.0,296,569.0,399,598.0,15530
101989,MO,F,523,0,1,77,3,5.0,314,330.0,327,350.0,11799
66577,MI,F,2417,69,17,43,10,10.0,575,835.0,693,905.0,34152
33003,FL,F,831,1,5,17,7,8.0,242,286.0,281,333.0,19039
70216,MI,M,364,1,3,76,9,20.0,312,335.0,293,315.0,9474
43086,FL,F,795,0,6,12,7,20.0,352,406.0,397,444.0,18613
122110,TX,U,408,0,15,71,4,10.0,254,292.0,303,324.0,8051
150684,CA,M,2476,71,50,38,17,34.0,366,453.0,470,537.0,15702
162341,CA,F,3693,97,23,56,11,14.0,358,393.0,393,442.0,16753
56407,KY,F,382,0,0,92,10,20.0,173,211.0,233,259.0,9037
188988,IN,,667,1,2,70,6,7.0,243,311.0,298,351.0,12239
35581,FL,M,906,3,4,37,10,15.0,296,377.0,360,473.0,16729
46358,FL,M,715,0,6,28,7,9.0,362,371.0,388,408.0,12806
109533,LA,M,576,2,1,66,7,25.0,290,318.0,339,375.0,9596
81322,WI,male,335,0,1,88,10,15.0,209,252.0,268,311.0,9461
179275,WA,F,1424,21,4,56,9,25.0,419,446.0,477,506.0,16767
48691,AL,F,733,0,1,75,10,20.0,316,378.0,374,412.0,19790
24420,SC,F,1333,11,2,29,8,12.0,162,451.0,234,476.0,4738
165368,CA,M,3899,97,14,49,33,20.0,733,786.0,749,811.0,28586
41545,FL,M,658,0,11,23,5,5.0,373,392.0,417,436.0,14942
106235,KS,M,498,0,0,69,5,5.0,273,302.0,304,346.0,12893
133640,ID,M,793,16,0,45,7,10.0,359,372.0,464,505.0,19844
176443,OR,F,641,1,4,45,14,10.0,291,300.0,356,391.0,12815
190976,AZ,,558,0,4,33,14,20.0,298,301.0,327,345.0,10331
145911,CA,F,3314,99,33,47,11,10.0,781,755.0,820,828.0,25608
32984,AP,Male,0,0,0,0,9,8.0,0,0.0,0,0.0,0
67541,MI,F,558,0,0,69,6,7.0,344,366.0,398,414.0,14032
86803,MT,female,419,1,1,63,7,10.0,184,214.0,253,279.0,9682
100324,MO,F,1783,36,0,62,20,20.0,577,603.0,609,653.0,26826
132444,CO,F,543,0,1,55,15,20.0,428,431.0,421,434.0,12010
107235,NE,M,1344,12,4,53,7,11.0,639,733.0,676,758.0,27610
67304,MI,F,1335,24,4,67,22,20.0,597,682.0,644,724.0,28770
82040,WI,male,493,1,2,81,2,3.0,213,248.0,258,294.0,10815
43674,FL,F,888,0,5,13,5,10.0,328,368.0,371,410.0,17342
159171,CA,F,1968,45,9,50,9,15.0,416,485.0,449,496.0,16541
64400,IN,M,1033,4,14,47,15,21.0,329,460.0,376,473.0,16482
11284,FL,M,934,9,4,11,6,4.0,324,391.0,404,478.0,17408
74419,MI,F,578,1,2,83,9,10.0,242,306.0,279,328.0,12451
55840,MS,M,406,0,1,61,17,16.0,240,243.0,255,265.0,6733
22176,NC,M,474,1,1,73,9,12.0,163,205.0,218,253.0,10597
25678,FL,M,721,2,3,51,8,20.0,302,339.0,335,365.0,12474
107569,NE,M,443,0,1,79,36,50.0,231,288.0,281,323.0,11042
70301,MI,F,841,0,2,79,10,5.0,334,409.0,378,462.0,17676
39020,FL,M,724,0,19,25,12,21.0,327,384.0,319,371.0,15784
125906,TX,F,924,1,3,55,4,6.0,414,443.0,427,438.0,14092
23934,SC,F,1056,5,6,78,3,25.0,405,498.0,444,485.0,15432
112751,OK,F,1017,2,0,55,13,50.0,672,700.0,647,673.0,18233
3651,MI,F,668,8,3,24,25,25.0,300,322.0,344,385.0,14567
1068,CA,F,3528,98,18,43,6,5.0,814,808.0,867,867.0,25564
120128,TX,F,417,0,0,89,14,15.0,277,300.0,258,326.0,10308
152092,CA,F,1232,1,14,37,3,5.0,203,229.0,241,267.0,10129
85913,SD,M,396,1,1,18,9,14.0,248,274.0,284,304.0,10419
43226,FL,M,764,1,10,9,15,20.0,269,307.0,317,353.0,13439
60738,IN,F,877,0,14,53,5,5.0,419,473.0,450,496.0,16981
60571,IN,M,696,3,0,73,10,15.0,354,402.0,407,472.0,15493
131913,CO,F,1109,4,0,64,13,19.0,513,587.0,606,636.0,20235
172140,CA,F,2099,53,3,66,10,10.0,588,609.0,610,643.0,19738
147753,CA,F,4778,95,9,58,19,25.0,792,981.0,849,987.0,35530
161856,CA,M,2264,68,13,42,11,15.0,430,441.0,404,392.0,16795
140611,NM,F,740,2,9,26,4,4.0,240,288.0,294,324.0,10701
30068,GA,F,573,0,1,84,7,12.0,250,295.0,285,316.0,9846
96175,IL,M,258,0,7,63,5,5.0,60,120.0,89,209.0,4884
727,IA,F,240,0,1,85,2,2.0,232,280.0,271,315.0,10744
188893,NC,M,701,1,3,74,15,25.0,297,335.0,405,468.0,15258
110425,LA,F,305,1,0,83,13,20.0,95,103.0,162,182.0,6104
54897,GA,,1271,4,5,39,15,20.0,733,752.0,743,752.0,23282
173772,HI,F,1233,20,11,71,7,10.0,310,347.0,365,399.0,11450
25560,GA,F,802,1,2,65,11,14.0,479,488.0,531,555.0,16469
185886,WI,male,929,3,4,80,5,5.0,315,403.0,341,438.0,17069
175847,OR,F,2070,53,4,41,5,10.0,540,781.0,678,876.0,33467
29610,GA,M,387,1,0,74,4,5.0,191,221.0,285,325.0,11604
86926,MT,female,585,0,1,58,8,15.0,197,244.0,228,288.0,11955
179235,WA,male,1133,1,2,59,9,12.0,596,596.0,591,610.0,19287
8276,CA,M,5914,98,17,38,12,15.0,1490,1500.0,1275,1282.0,58689
27108,GA,F,656,3,0,58,7,15.0,304,309.0,308,312.0,14123
56860,KY,F,439,0,0,84,11,24.0,328,335.0,350,356.0,9955
157817,CA,F,2356,77,7,43,11,11.0,520,683.0,651,762.0,31180
135296,AZ,Female,967,13,7,9,6,11.0,254,359.0,287,408.0,19177
80995,WI,male,342,0,1,81,5,5.0,174,228.0,217,262.0,8356
95943,IL,M,435,1,1,65,10,13.0,353,399.0,345,373.0,13341
188141,FL,,578,6,3,51,14,25.0,248,280.0,309,338.0,12336
13523,NV,F,463,0,0,51,14,40.0,177,189.0,221,233.0,8068
7518,WI,male,607,1,1,82,4,5.0,298,330.0,324,361.0,12279
7637,Tennessee,F,353,0,0,51,9,10.0,179,220.0,221,258.0,9059
40655,FL,M,810,0,2,24,11,20.0,295,373.0,374,430.0,19398
87505,MT,female,375,0,0,62,8,8.0,200,181.0,225,222.0,7976
176380,OR,M,865,4,6,36,10,15.0,459,536.0,530,615.0,21364
45367,FL,M,1172,6,3,28,25,30.0,455,502.0,487,525.0,18415
112496,AR,Female,1906,44,0,21,8,10.0,512,540.0,759,896.0,41437
119576,TX,M,916,0,3,68,9,9.0,505,571.0,496,571.0,18849
9923,TX,F,1234,19,3,58,11,14.0,363,456.0,441,561.0,21054
69963,MI,F,567,0,0,80,23,25.0,359,395.0,370,405.0,14794
32538,FL,F,752,0,9,24,5,6.0,346,367.0,374,413.0,14353
175139,OR,M,685,0,6,54,10,15.0,237,305.0,306,338.0,11659
138552,AZ,M,611,0,7,56,10,10.0,289,302.0,332,354.0,9529
160103,CA,F,0,0,0,0,5,5.0,0,0.0,0,0.0,0
152151,CA,M,1447,9,9,44,23,42.0,296,402.0,355,434.0,17489
174271,HI,M,2786,68,19,67,15,18.0,301,366.0,340,393.0,16808
41434,FL,M,782,0,2,33,6,5.0,435,437.0,443,451.0,14253
3312,WI,male,930,2,1,76,11,15.0,397,511.0,441,552.0,17794
120805,TX,F,693,5,3,75,6,5.0,332,339.0,367,390.0,15009
2889,OK,F,208,0,0,60,3,3.0,210,261.0,261,305.0,11711
162271,CA,M,4474,87,18,41,10,15.0,467,608.0,583,687.0,27544
74955,IA,F,334,0,0,84,12,10.0,165,193.0,219,268.0,10461
151846,CA,M,1234,2,27,38,5,10.0,284,276.0,308,284.0,8270
148546,CA,M,4286,95,24,41,5,6.0,811,910.0,883,947.0,33614
12837,IL,F,1072,0,10,83,18,10.0,547,597.0,555,636.0,17662
119868,TX,F,696,1,1,77,10,10.0,409,439.0,439,470.0,18427
185517,CA,M,1734,31,5,50,8,10.0,607,635.0,638,674.0,22234
441,IL,F,550,6,0,49,5,10.0,91,163.0,166,254.0,10050
132347,CA,M,3874,94,6,42,14,20.0,776,759.0,865,852.0,29217
127444,CO,M,759,3,5,32,18,21.0,270,307.0,316,352.0,13278
149767,CA,M,2105,59,43,28,10,15.0,535,555.0,557,578.0,17785
172315,CA,F,1368,20,7,56,6,8.0,379,416.0,487,528.0,23121
43001,FL,F,1167,20,11,20,15,15.0,267,274.0,323,349.0,14192
15416,NC,M,859,0,1,71,20,30.0,428,454.0,442,482.0,15841
141396,NV,M,1291,20,4,23,10,10.0,349,373.0,402,447.0,14894
137743,AZ,Female,962,1,13,4,5,8.0,349,379.0,419,487.0,20739
118487,TX,F,420,1,1,78,15,20.0,171,234.0,247,293.0,10643
33393,FL,F,1571,28,17,15,22,10.0,473,496.0,518,526.0,21109
79622,WI,F,842,0,3,70,9,5.0,463,469.0,492,493.0,15371
99209,IL,F,517,1,0,74,2,3.0,303,344.0,348,416.0,15032
23056,SC,F,1299,2,0,43,4,12.5,577,589.0,590,596.0,19461
105068,KS,U,731,2,0,76,5,7.0,354,370.0,398,423.0,14555
170479,CA,F,670,1,1,74,8,10.0,182,194.0,239,252.0,8448
135174,AZ,Female,593,0,3,42,12,25.0,230,319.0,272,317.0,11405
116669,TX,M,444,0,1,80,5,10.0,203,241.0,249,286.0,9449
126415,TX,M,509,2,26,49,5,5.0,237,262.0,263,291.0,9830
97736,IL,M,570,0,6,68,8,15.0,273,322.0,341,406.0,15035
132437,CO,F,516,2,1,56,9,13.0,231,252.0,275,295.0,10607
169198,CA,F,960,2,6,60,23,25.0,288,272.0,329,314.0,13094
126949,TX,F,0,0,0,0,10,10.0,0,0.0,0,0.0,0
24040,SC,M,781,1,1,54,8,20.0,357,375.0,373,408.0,13977
51692,Tennessee,F,829,1,0,57,10,15.0,345,394.0,404,432.0,16592
38539,FL,F,1458,24,22,3,5,13.0,275,446.0,427,597.0,34713
181462,WA,F,978,5,3,58,15,23.0,312,329.0,369,384.0,12859
153771,CA,F,2111,56,6,32,20,25.0,463,551.0,529,580.0,22198
25558,GA,M,899,1,4,60,10,15.0,489,503.0,503,513.0,16749
182916,WA,F,666,1,4,43,20,25.0,358,432.0,394,486.0,17162
162213,CA,M,5000,98,9,44,10,7.0,665,780.0,737,827.0,37898
177039,OR,F,620,0,3,44,9,21.0,232,288.0,284,331.0,11354
107264,NE,M,612,0,3,64,13,20.0,359,404.0,380,400.0,14320
60708,IN,U,482,0,0,55,3,5.0,344,429.0,401,447.0,13525
12234,CA,F,2247,60,10,56,9,10.0,357,425.0,430,500.0,18748
59240,IN,F,1395,28,7,61,9,10.0,575,580.0,687,704.0,24518
127028,TX,F,586,0,2,65,9,18.0,242,295.0,288,348.0,13539
72321,MI,M,628,2,3,71,8,10.0,310,344.0,337,369.0,12788
161309,CA,M,1601,21,13,62,11,18.0,329,351.0,453,492.0,14811
58991,KY,M,277,0,0,74,20,10.0,112,123.0,154,168.0,5611
136772,AZ,,801,0,2,34,12,19.0,349,416.0,410,476.0,15610
190560,KS,M,220,0,2,71,3,5.0,181,238.0,220,272.0,9296
158022,CA,F,2380,77,6,21,8,15.0,420,490.0,567,586.0,32129
177260,OR,M,492,1,2,39,5,2.0,198,229.0,247,284.0,9629
179257,WA,male,1449,3,10,46,6,10.0,605,618.0,635,657.0,17504
13434,NC,M,1044,15,5,40,10,15.0,269,299.0,278,329.0,12648
45351,FL,F,969,8,6,14,26,25.0,356,390.0,401,460.0,18690
102534,AZ,M,1390,18,6,0,12,10.0,386,412.0,457,482.0,25272
134159,UT,F,693,0,2,81,20,15.0,343,357.0,367,383.0,9139
59746,IN,F,537,1,1,82,4,4.0,341,393.0,388,428.0,13705
102953,MO,F,652,5,2,57,15,21.0,236,309.0,303,372.0,13699
149598,CA,F,2679,83,16,44,8,10.0,564,600.0,595,592.0,25475
45968,FL,F,1155,12,2,35,12,18.0,328,399.0,399,458.0,15451
94486,IL,M,1358,3,25,61,7,6.0,447,481.0,470,501.0,18607
165641,CA,F,2192,68,14,62,3,4.0,364,425.0,407,487.0,17677
19779,NC,M,1285,11,3,41,17,15.0,608,636.0,640,676.0,23458
1249,IL,M,1435,6,10,78,9,32.0,423,473.0,485,517.0,18160
57119,KY,M,556,0,1,82,10,20.0,247,288.0,274,322.0,10031
158615,CA,F,2875,75,14,34,10,15.0,290,374.0,347,442.0,24936
153353,CA,F,885,1,35,47,18,27.0,207,171.0,263,220.0,6142
42686,FL,F,824,3,8,13,20,20.0,263,289.0,313,352.0,13532
71744,MI,M,727,2,5,63,17,36.0,148,383.0,260,463.0,18187
116608,TX,F,570,2,1,76,10,25.0,226,249.0,276,301.0,10637
176138,OR,M,0,0,0,0,8,10.0,0,0.0,0,0.0,0
190789,MI,M,1770,15,10,79,12,18.0,712,720.0,713,730.0,24238
109450,LA,F,590,0,0,77,7,11.0,252,282.0,309,329.0,11072
102741,MO,F,238,0,0,82,14,20.0,176,225.0,233,287.0,10253
59598,IN,M,521,0,2,71,18,15.0,252,297.0,293,343.0,10057
157481,CA,,2439,68,17,48,17,19.0,521,572.0,574,619.0,21808
21922,NC,female,844,21,0,55,15,20.0,263,286.0,323,352.0,12936
35908,FL,F,693,7,1,24,15,20.0,373,457.0,413,463.0,16854
105331,KS,M,237,0,0,80,12,20.0,194,222.0,218,261.0,9190
157728,CA,M,2102,57,14,57,15,20.0,342,412.0,416,463.0,16054
81073,WI,F,571,0,3,74,9,10.0,243,307.0,295,349.0,13144
38471,FL,F,1033,25,6,36,13,25.0,471,545.0,544,598.0,22327
163675,CA,,1693,23,6,58,10,10.0,423,467.0,457,492.0,17493
11195,MT,M,589,0,0,54,11,10.0,289,318.0,294,334.0,12204
5144,TX,M,1938,50,33,40,10,15.0,171,174.0,197,205.0,7708
37221,FL,M,775,0,14,8,3,6.0,236,296.0,308,363.0,15628
187959,NC,,1024,11,1,33,7,10.0,360,364.0,396,429.0,15002
95536,IL,F,886,3,0,68,16,20.0,482,465.0,447,433.0,13887
103330,MO,F,915,7,3,62,10,50.0,377,432.0,445,492.0,16206
174360,OR,F,1163,2,12,30,8,11.0,617,631.0,633,655.0,24280
173805,HI,F,2506,70,8,55,8,50.0,449,455.0,501,517.0,16302
30745,GA,F,717,3,3,53,12,25.0,339,388.0,381,424.0,14609
20645,NC,female,405,0,1,91,11,10.0,187,182.0,216,214.0,7303
27928,GA,M,1025,4,1,58,13,12.0,425,493.0,470,519.0,17688
80866,WI,F,438,0,0,81,4,4.0,342,360.0,339,373.0,11227
55408,MS,M,1449,28,0,74,5,4.0,735,783.0,720,791.0,29612
54674,MS,M,440,0,0,75,4,5.0,270,288.0,315,364.0,11109
185287,CA,F,1812,19,7,52,4,5.0,415,452.0,435,464.0,16451
178009,OR,M,779,1,4,25,4,5.0,215,223.0,249,262.0,9279
143069,CA,M,3431,86,20,51,15,20.0,549,626.0,610,664.0,20683
28874,GA,M,928,18,11,68,17,21.0,243,310.0,396,472.0,17216
144110,CA,F,5882,98,40,23,9,15.0,533,596.0,623,657.0,31652
77116,WI,F,660,1,2,90,9,10.0,308,326.0,351,370.0,11996
3553,WA,male,732,0,3,33,16,20.0,411,425.0,434,445.0,13863
60265,IN,F,225,0,0,79,3,5.0,191,198.0,185,226.0,7426
74552,MI,F,376,0,1,89,4,3.0,253,304.0,281,321.0,10637
29215,GA,F,920,9,1,65,17,38.0,323,375.0,404,449.0,15305
3504,OR,F,700,0,4,54,15,17.0,360,390.0,394,424.0,13620
65114,MI,M,764,1,3,74,3,3.0,221,385.0,305,458.0,16824
105823,KS,M,738,0,1,60,6,2.5,458,509.0,479,503.0,17494
26410,GA,F,821,0,9,36,20,28.0,361,413.0,407,442.0,16822
24080,SC,M,475,1,0,86,25,25.0,285,302.0,275,301.0,9446
159696,CA,F,1392,16,14,72,15,15.0,343,381.0,484,516.0,19194
24644,UT,F,866,2,0,77,8,25.0,399,426.0,446,475.0,10550
6457,CA,F,956,6,8,34,6,15.0,205,272.0,272,325.0,13234
168317,CA,U,2341,70,12,50,8,13.0,311,469.0,427,502.0,13577
159553,WA,male,1009,4,1,44,5,7.0,557,562.0,615,619.0,17660
56049,MS,female,398,0,1,81,9,14.0,243,277.0,270,309.0,9897
63865,IN,M,448,0,0,80,5,12.0,239,291.0,274,320.0,11284
62084,IN,M,522,1,1,64,13,20.0,280,293.0,323,334.0,10311
165719,CA,F,3567,88,6,46,3,4.0,639,739.0,710,832.0,35491
171950,CA,F,1444,10,8,60,6,10.0,439,441.0,475,485.0,16815
118367,TX,,462,0,2,76,10,19.0,214,266.0,274,311.0,10650
41187,FL,M,514,1,9,53,15,15.0,222,258.0,268,298.0,11184
132304,CO,F,774,1,0,36,5,10.0,360,367.0,392,396.0,16493
138944,AZ,Female,1436,25,9,12,7,11.0,298,378.0,395,466.0,20792
161204,CA,M,633,1,12,64,25,20.0,269,273.0,291,299.0,9551
186579,CA,F,1869,38,5,61,6,5.0,559,560.0,577,600.0,20539
11978,CO,M,1213,19,3,33,12,15.0,363,416.0,436,493.0,18860
117711,TX,F,271,0,0,76,13,16.0,114,180.0,168,258.0,7545
38924,FL,M,740,0,18,23,15,20.0,314,318.0,348,348.0,11579
47448,AL,Male,714,0,3,81,4,5.0,324,463.0,383,463.0,16087
182479,WA,F,457,0,4,63,6,15.0,259,323.0,308,370.0,12804
96075,IL,M,568,0,0,84,4,5.0,220,279.0,282,353.0,12599
138997,AZ,M,480,1,2,21,9,12.0,173,214.0,214,235.0,9091
108989,LA,F,1381,19,1,64,15,15.0,631,672.0,718,776.0,29012
87016,MT,female,425,0,0,70,22,23.0,169,163.0,277,163.0,17618
12666,AZ,M,863,0,4,0,68,75.0,274,325.0,368,446.0,22486
34302,FL,F,837,8,3,49,11,14.0,321,341.0,397,431.0,13796
3018,CA,F,1429,12,35,44,12,25.0,260,253.0,315,329.0,9400
145231,CA,,0,0,22,16,5,6.0,303,664.0,388,725.0,33139
152418,CA,M,1637,33,8,46,11,12.0,345,405.0,403,454.0,15788
65061,MI,M,1559,27,7,80,20,25.0,557,621.0,604,666.0,25181
72220,MI,F,835,2,5,67,9,15.0,473,497.0,477,507.0,16227
112288,CA,F,1259,13,10,54,13,12.0,389,396.0,434,458.0,15213
109539,LA,F,599,0,0,83,13,20.0,271,335.0,302,352.0,11920
7836,CA,M,2123,56,11,49,24,25.0,458,480.0,517,539.0,16611
41448,FL,F,1503,29,8,33,9,15.0,396,572.0,519,659.0,25969
110822,AR,Female,576,0,1,78,12,20.0,284,311.0,326,351.0,10860
66163,MI,F,922,1,2,77,10,10.0,448,481.0,504,526.0,20513
6183,WA,male,1598,9,6,42,25,100.0,510,514.0,557,568.0,17443
124787,TX,F,626,2,22,68,15,20.0,235,246.0,258,272.0,7918
109644,FL,J,546,0,8,27,12,5.0,250,258.0,262,270.0,10078
105650,KS,F,491,0,0,74,4,10.0,325,342.0,334,356.0,13143
45982,FL,F,607,1,2,29,8,15.0,285,344.0,331,362.0,12378
14437,CO,M,844,0,1,49,8,20.0,350,356.0,386,393.0,13175
10399,NE,F,275,0,0,89,10,10.0,192,252.0,286,338.0,11164
151828,CA,M,956,4,27,44,9,10.0,190,278.0,257,303.0,8899
162606,CA,F,2653,86,31,50,12,9.0,418,417.0,448,444.0,13440
141809,CA,F,788,0,28,33,8,8.0,71,119.0,116,155.0,6409
178884,WA,male,1244,2,10,46,15,15.0,418,423.0,450,459.0,14816
178098,OR,F,407,0,1,53,4,6.0,186,220.0,232,271.0,9728
116082,TX,M,569,0,6,63,7,10.0,328,336.0,342,359.0,11879
190769,AR,M,855,6,1,56,10,10.0,257,267.0,345,374.0,14500
177087,OR,M,619,0,0,42,11,12.0,372,394.0,409,423.0,13208
101654,MO,F,634,0,1,64,15,18.0,322,378.0,355,406.0,14128
62760,IN,M,397,0,1,79,3,5.0,297,340.0,317,362.0,11981
135406,AZ,M,742,0,2,36,11,25.0,395,399.0,421,441.0,13179
142409,NV,M,607,1,7,26,7,10.0,356,397.0,393,431.0,13714
79627,WI,male,2083,52,6,61,9,10.0,264,338.0,393,493.0,19012
27310,GA,M,866,0,1,63,10,15.0,457,458.0,501,506.0,15079
122131,TX,F,831,0,12,59,19,15.0,597,601.0,625,629.0,18705
131169,CO,F,1782,35,5,36,18,25.0,537,704.0,650,749.0,28303
78009,WI,F,804,0,2,89,20,20.0,426,445.0,454,470.0,14328
86445,ND,F,751,0,1,64,8,15.0,304,340.0,338,381.0,13051
162343,CA,M,5283,99,30,50,10,20.0,613,696.0,674,742.0,29050
35316,FL,F,845,1,11,20,9,14.0,289,372.0,358,436.0,16460
148946,CA,F,1756,18,48,38,13,10.0,349,355.0,384,388.0,10285
5524,AZ,Female,1084,2,7,18,13,15.0,365,411.0,434,462.0,17575
57593,KY,M,310,0,0,84,5,5.0,128,171.0,199,233.0,7656
144339,CA,U,2941,83,20,53,11,10.0,677,804.0,712,819.0,28577
158355,CA,M,1857,17,26,52,20,15.0,484,497.0,526,531.0,13912
24311,NC,female,877,7,1,63,10,3.0,293,336.0,362,405.0,13707
44009,FL,F,1086,12,4,24,9,20.0,384,433.0,457,502.0,17091
7059,SC,F,1015,0,14,40,9,10.0,478,500.0,516,533.0,17763
11399,CA,F,809,0,30,52,4,8.0,159,191.0,209,227.0,7074
50262,Tennessee,M,648,0,0,86,5,10.0,320,325.0,352,362.0,12611
40338,FL,F,902,4,13,28,12,21.0,410,413.0,460,461.0,15332
91101,IL,M,889,0,0,86,16,25.0,510,518.0,517,513.0,16731
130969,CO,F,1309,10,3,38,7,20.0,494,528.0,572,606.0,23951
128122,TX,M,438,3,1,68,6,5.0,215,264.0,240,267.0,8729
167149,CA,M,2961,95,16,51,14,20.0,664,665.0,716,708.0,23204
67742,MI,F,1101,18,1,81,7,5.0,515,560.0,554,624.0,19857
66303,MI,F,704,0,22,66,3,2.0,471,494.0,481,511.0,16111
86205,SD,F,527,0,2,71,12,25.0,275,321.0,311,340.0,10866
1899,CA,M,1519,14,9,65,10,12.5,346,381.0,406,429.0,14162
184690,AK,Male,778,0,15,27,15,20.0,473,446.0,546,568.0,20008
7265,CA,F,1465,1,16,25,10,10.0,283,341.0,369,519.0,24555
159178,CA,M,2765,93,10,54,8,10.0,695,709.0,733,753.0,22508
49812,AL,F,384,0,0,66,3,3.0,139,203.0,212,271.0,8615
33135,FL,F,754,1,2,47,9,10.0,351,377.0,402,435.0,14518
23459,SC,F,689,0,1,69,13,25.0,313,320.0,343,350.0,12601
186271,CA,M,3529,93,9,56,19,40.0,564,648.0,633,719.0,26107
55624,MS,female,403,2,0,79,9,10.0,197,230.0,293,365.0,19178
129912,CO,M,0,0,7,17,13,50.0,382,411.0,407,427.0,29436
8657,WA,F,1734,29,3,44,16,15.0,353,405.0,396,430.0,15831
129174,AZ,U,850,3,4,22,9,10.0,309,371.0,356,409.0,14718
129453,CO,F,1174,9,3,40,5,5.0,460,550.0,525,603.0,21646
50027,Tennessee,F,776,1,1,77,5,40.0,312,356.0,367,397.0,12653
85804,MN,M,267,0,2,75,17,20.0,208,238.0,233,256.0,8548
9742,OR,M,661,0,7,56,9,14.0,322,346.0,356,378.0,12749
1986,CA,F,1368,20,7,56,5,5.0,379,416.0,487,528.0,23121
26924,GA,M,1166,7,1,49,23,60.0,541,577.0,589,609.0,18462
145480,CA,F,3326,97,21,51,7,12.0,528,600.0,582,603.0,20390
45824,FL,M,1385,19,7,11,15,25.0,404,464.0,495,545.0,21473
187417,AA,Male,0,0,0,0,10,45.0,0,0.0,0,0.0,0
173094,CA,M,609,2,4,57,9,15.0,220,238.0,297,319.0,11902
182573,WA,male,634,1,2,58,6,12.0,266,320.0,323,372.0,12161
185815,FL,F,550,3,29,20,5,7.0,175,188.0,191,196.0,7958
86580,ND,F,263,0,0,86,3,5.0,198,288.0,240,295.0,10661
113680,TX,M,331,0,4,85,20,30.0,219,258.0,269,301.0,9911
179876,WA,F,1373,12,6,53,7,10.0,379,539.0,445,529.0,19190
52171,Tennessee,M,416,0,0,80,4,5.0,185,221.0,229,261.0,8507
2586,GA,M,916,0,15,31,20,20.0,338,419.0,383,480.0,19463
22499,SC,F,438,0,0,84,15,10.0,201,257.0,242,272.0,8303
186773,KY,F,722,0,2,71,4,8.0,267,317.0,324,399.0,14988
90680,IL,F,2169,60,2,69,12,24.0,862,911.0,899,951.0,35357
123669,TX,,923,6,4,55,9,10.0,554,584.0,661,711.0,25962
106850,NE,F,901,0,5,21,15,23.0,409,472.0,459,504.0,14154
172068,CA,M,1345,1,17,49,11,20.0,446,488.0,477,503.0,16265
109451,LA,F,608,0,1,81,7,25.0,383,410.0,380,402.0,10899
113891,OK,M,290,0,2,72,8,11.0,173,228.0,244,303.0,10700
148991,CA,F,3209,74,10,47,19,25.0,568,728.0,648,759.0,28817
63941,IN,F,700,2,0,75,8,10.0,379,385.0,432,446.0,13332
48006,AL,F,486,3,1,80,6,5.0,237,283.0,281,315.0,10807
170998,CA,F,621,0,8,59,10,10.0,250,266.0,275,307.0,10599
31959,FL,M,1548,35,5,20,25,20.0,572,632.0,646,736.0,40741
13805,CA,M,1315,17,4,62,27,10.7,304,369.0,355,409.0,15193
104170,MO,M,889,0,2,64,3,5.0,408,483.0,468,528.0,16268
