,id,state,gender,median_home_val,hvp1,pobc1,pobc2,avggift,target_d,median_household_income,ic2,ic3,ic4,ic5
1873,162254,CA,F,5564.0,99,9,54,19,35.0,839,860.0,860,892.0,32899
1874,52902,Tennessee,F,929.0,4,4,53,15,17.0,505,546.0,561,606.0,22435
1875,79213,WI,male,575.0,0,0,89,8,12.0,318,341.0,379,414.0,12909
1876,178432,WA,F,1627.0,30,6,53,9,14.0,456,508.0,537,586.0,20311
1877,11267,MI,F,428.0,0,1,85,6,6.0,208,243.0,268,293.0,10491
1878,129468,CO,F,717.0,0,3,58,25,20.0,333,341.0,344,360.0,11669
1879,54134,Tennessee,M,452.0,0,0,79,5,10.0,193,256.0,230,270.0,9283
1880,162492,CA,F,2625.0,93,10,65,12,10.0,513,533.0,517,523.0,15740
1881,13342,CA,F,2113.0,58,7,63,9,5.0,422,450.0,502,532.0,19377
1882,169323,CA,F,1104.0,1,18,57,2,3.0,266,275.0,323,319.0,9833
1883,125444,TX,M,362.0,0,9,85,7,10.0,208,217.0,238,255.0,7220
1884,70076,MI,M,403.0,0,3,80,7,10.0,327,375.0,304,364.0,15337
1885,4048,IL,F,1014.0,15,45,40,11,17.0,262,273.0,306,350.0,10522
1886,68669,MI,F,732.0,0,6,70,9,15.0,377,478.0,396,453.0,14455
1887,155943,CA,M,1309.0,1,7,58,12,12.0,409,419.0,424,432.0,12004
1888,40968,FL,F,961.0,2,5,47,13,17.0,297,341.0,366,386.0,12625
1889,101109,MO,F,883.0,0,1,69,13,10.0,468,503.0,493,517.0,15167
1890,14279,CO,M,1285.0,12,4,39,5,11.0,474,510.0,535,584.0,21521
1891,83887,MN,F,889.0,0,3,69,16,17.0,272,398.0,341,450.0,14767
1892,17089,NC,female,609.0,0,0,95,6,5.0,257,338.0,299,323.0,10569
1893,92183,IL,F,1240.0,6,4,70,5,5.0,395,496.0,436,550.0,19153
1894,65374,MI,M,426.0,0,9,71,16,20.0,267,315.0,314,343.0,13836
1895,27082,TX,M,792.0,8,3,66,11,10.0,260,320.0,337,396.0,14354
1896,108115,LA,M,801.0,0,7,73,13,100.0,487,523.0,509,550.0,15880
1897,86278,SD,M,554.0,0,2,58,7,9.0,294,319.0,287,344.0,10936
1898,87904,IL,M,1141.0,1,4,74,8,21.0,453,498.0,481,536.0,17140
1899,5798,TX,U,872.0,1,1,63,79,50.0,534,548.0,594,607.0,19255
1900,115289,OK,F,848.0,3,1,72,10,25.0,372,386.0,404,426.0,13972
1901,186185,CO,M,985.0,3,3,50,12,15.0,478,495.0,508,591.0,20164
1902,74589,MI,F,795.0,7,8,71,9,12.0,442,475.0,557,627.0,22204
1903,65558,MI,F,556.0,0,2,82,5,10.0,317,324.0,313,346.0,11613
1904,22696,SC,F,630.0,2,1,85,11,20.0,279,323.0,329,371.0,12137
1905,387,IN,F,789.0,0,5,72,5,5.0,413,430.0,425,447.0,14123
1906,98033,IL,F,152.0,0,0,80,14,20.0,152,200.0,204,267.0,9395
1907,110308,LA,F,1384.0,19,2,53,8,15.0,554,643.0,667,749.0,27245
1908,3496,TX,M,688.0,0,11,46,12,10.0,562,564.0,582,596.0,18272
1909,138262,Arizona,Female,569.0,0,9,38,5,5.0,156,158.0,187,202.0,7914
1910,80437,WI,male,491.0,0,2,81,11,10.0,227,323.0,276,358.0,14229
1911,186580,TX,F,651.0,2,1,70,8,5.0,197,250.0,252,284.0,9858
1912,8863,FL,M,1307.0,17,13,19,18,40.0,310,381.0,383,450.0,23204
1913,120734,TX,F,241.0,0,3,85,8,5.0,164,241.0,231,290.0,9397
1914,149414,CA,F,4240.0,95,26,38,8,9.0,714,814.0,830,919.0,49256
1915,79900,WI,F,617.0,0,2,75,24,50.0,221,247.0,249,289.0,9366
1916,154158,CA,F,838.0,5,50,42,6,7.0,163,176.0,235,241.0,6653
1917,23146,SC,M,688.0,0,1,64,9,5.0,402,432.0,442,475.0,16158
1918,1617,CA,F,5970.0,98,24,34,10,15.0,1386,1496.0,1208,1273.0,62822
1919,68022,MI,F,435.0,0,0,62,10,15.0,304,322.0,325,365.0,12197
1920,44705,FL,F,677.0,2,7,8,9,15.0,242,261.0,282,302.0,13521
1921,49943,FL,M,980.0,12,8,13,11,10.0,335,387.0,381,435.0,14977
1922,24152,SC,M,788.0,4,2,47,6,8.0,225,275.0,299,343.0,12754
1923,136645,Arizona,J,950.0,17,33,11,9,10.0,199,371.0,361,433.0,21071
1924,58597,KY,M,295.0,0,1,81,25,50.0,155,161.0,199,223.0,8290
1925,165628,CA,M,1831.0,31,22,41,5,5.0,280,324.0,313,380.0,13119
1926,45201,FL,M,817.0,13,6,9,7,11.0,282,288.0,413,473.0,36395
1927,34735,FL,F,838.0,1,8,22,15,20.0,354,374.0,402,437.0,17115
1928,6845,ID,F,551.0,0,1,56,16,20.0,232,297.0,252,310.0,11759
1929,181799,WA,male,2049.0,51,5,43,25,35.0,442,448.0,573,626.0,24413
1930,88153,IL,F,1380.0,11,17,73,8,13.0,385,449.0,417,485.0,16768
1931,92514,IL,F,1499.0,32,2,71,9,15.0,408,419.0,444,479.0,15991
1932,183954,WA,male,507.0,0,1,59,11,10.0,243,335.0,265,326.0,10337
1933,141134,NV,M,603.0,1,9,9,6,9.0,199,261.0,233,280.0,12768
1934,66532,MI,M,407.0,0,3,75,5,2.0,318,324.0,383,399.0,12183
1935,7924,TX,F,471.0,1,2,80,9,12.0,230,268.0,273,302.0,10209
1936,27890,GA,F,929.0,8,2,61,7,10.0,403,420.0,418,467.0,15864
1937,58649,KY,F,521.0,0,0,87,8,10.0,258,330.0,315,371.0,13218
1938,47371,AL,F,288.0,0,0,96,5,5.0,129,164.0,131,167.0,7079
1939,26887,GA,F,914.0,1,3,30,25,30.0,522,542.0,540,560.0,17163
1940,80577,WI,F,466.0,0,2,78,11,10.0,270,309.0,318,354.0,11581
1941,61933,IN,M,534.0,2,5,70,20,20.0,292,306.0,363,388.0,13534
1942,174358,OR,M,1550.0,24,8,39,17,10.0,456,613.0,549,709.0,22772
1943,133555,ID,F,575.0,0,5,58,15,21.0,231,245.0,248,269.0,9659
1944,82457,MN,F,687.0,0,6,73,4,5.0,230,219.0,261,267.0,11087
1945,23065,SC,F,810.0,1,3,53,12,20.0,408,421.0,455,469.0,15766
1946,88856,IL,F,2347.0,68,13,63,3,4.0,615,736.0,786,870.0,61923
1947,168393,CA,M,2298.0,72,21,51,25,25.0,290,302.0,308,322.0,13270
1948,143936,CA,M,4956.0,95,15,31,32,55.0,805,1081.0,861,1058.0,64234
1949,86436,ND,M,857.0,0,0,62,5,5.0,245,282.0,275,320.0,12951
1950,138311,AZ,Female,1708.0,36,7,19,9,20.0,437,586.0,551,684.0,29098
1951,123469,TX,M,561.0,1,5,68,5,5.0,493,529.0,506,540.0,16623
1952,135341,AZ,Female,700.0,0,9,12,12,12.0,205,221.0,276,295.0,12713
1953,33284,FL,M,696.0,1,1,65,22,20.0,303,339.0,323,369.0,11637
1954,180837,WA,male,1039.0,4,2,58,25,50.0,279,376.0,338,435.0,15485
1955,37747,FL,M,1909.0,45,32,34,13,18.0,473,688.0,648,779.0,25255
1956,108983,LA,M,535.0,0,0,92,12,17.0,165,154.0,200,199.0,7220
1957,34591,FL,M,835.0,0,7,20,19,23.0,413,414.0,429,410.0,14004
1958,100691,MO,M,553.0,0,1,76,4,5.0,196,193.0,236,236.0,9705
1959,95347,IL,M,652.0,0,1,72,8,7.0,247,354.0,306,381.0,13469
1960,14717,CO,F,1125.0,0,3,26,6,15.0,205,138.0,281,131.0,21600
1961,63612,IN,F,416.0,0,0,76,13,18.0,209,221.0,229,243.0,10117
1962,21097,NC,M,623.0,0,2,53,15,25.0,273,300.0,293,319.0,10923
1963,178598,WA,F,1516.0,16,17,44,4,4.0,519,555.0,527,548.0,20117
1964,81630,WI,F,182.0,0,2,59,4,12.0,78,181.0,126,209.0,8279
1965,57087,KY,M,821.0,1,1,80,11,15.0,259,298.0,304,334.0,10613
1966,81985,WI,male,486.0,0,0,83,7,14.0,274,327.0,289,336.0,11085
1967,148795,CA,M,2259.0,71,18,48,6,10.0,557,567.0,600,603.0,18914
1968,78778,WI,male,659.0,0,9,83,13,21.0,315,365.0,356,399.0,14721
1969,121256,TX,M,423.0,0,6,73,9,15.0,294,323.0,322,360.0,10114
1970,177041,OR,F,661.0,3,1,47,12,15.0,259,286.0,292,327.0,11461
1971,141209,CO,M,660.0,0,10,43,15,10.0,203,238.0,223,262.0,12060
1972,75346,IA,M,349.0,0,4,76,8,15.0,228,308.0,259,311.0,10584
1973,187318,NC,female,550.0,1,2,79,12,18.0,249,356.0,293,360.0,12591
1974,22119,NC,M,508.0,5,0,74,9,10.0,193,224.0,245,280.0,9443
1975,22149,NC,M,639.0,2,1,77,9,20.0,228,269.0,289,333.0,12224
1976,32622,FL,M,533.0,4,3,25,23,47.0,201,230.0,256,286.0,10597
1977,76758,IA,F,275.0,0,0,89,5,10.0,282,319.0,288,331.0,11044
1978,161838,CA,F,1953.0,47,25,43,13,14.0,304,353.0,337,380.0,13811
1979,70863,MI,M,494.0,0,1,93,6,20.0,269,331.0,316,373.0,12815
1980,143996,CA,F,5951.0,99,25,36,7,10.0,1184,1330.0,1060,1093.0,80928
1981,4314,IL,F,678.0,1,0,63,5,6.0,267,288.0,352,370.0,11401
1982,5835,MN,F,404.0,0,1,88,10,30.0,256,295.0,304,347.0,11126
1983,3891,TX,F,283.0,0,0,60,19,25.0,212,291.0,288,333.0,9043
1984,87775,IL,F,1554.0,25,6,77,14,20.0,615,663.0,689,737.0,22600
1985,9727,CA,F,5908.0,98,8,48,81,25.0,1122,1267.0,991,1088.0,81205
1986,188841,NM,F,848.0,1,6,30,16,10.0,219,288.0,299,390.0,14894
1987,15046,NC,female,595.0,0,0,85,2,10.0,289,346.0,330,381.0,13060
1988,43781,FL,M,1069.0,7,5,15,6,10.0,198,257.0,308,367.0,16759
1989,182319,WA,male,874.0,2,1,58,4,10.0,355,370.0,389,418.0,13393
1990,130369,CO,F,1017.0,0,1,47,18,50.0,496,510.0,537,554.0,21385
1991,147758,CA,F,5643.0,98,7,36,13,25.0,772,939.0,828,971.0,55164
1992,18761,NC,female,714.0,0,4,60,9,15.0,425,434.0,419,432.0,13695
1993,104234,MO,M,915.0,1,0,60,9,18.0,506,513.0,559,561.0,18191
1994,30185,GA,F,748.0,1,1,62,10,30.0,352,372.0,369,423.0,13998
1995,30907,GA,M,803.0,2,8,41,15,15.0,450,495.0,547,597.0,21132
1996,105371,KS,F,208.0,0,0,79,17,20.0,201,242.0,255,296.0,11136
1997,57058,KY,M,432.0,1,0,73,11,25.0,174,230.0,223,279.0,8763
1998,160851,CA,M,1485.0,4,9,60,12,16.0,399,478.0,432,469.0,15254
1999,163546,CA,M,4169.0,95,29,41,11,15.0,540,670.0,570,667.0,24535
2000,176053,OR,M,0.0,0,0,0,9,12.0,0,0.0,0,0.0,0
2001,149534,CA,F,5000.0,98,16,42,25,30.0,850,931.0,862,931.0,39028
2002,156152,CA,F,1115.0,4,9,37,11,16.0,313,340.0,354,391.0,16625
2003,67177,MI,F,709.0,0,2,79,9,12.0,504,515.0,522,539.0,17801
2004,34475,FL,M,696.0,2,3,51,20,20.0,277,314.0,325,355.0,12415
2005,114803,OK,F,911.0,16,2,58,6,20.0,384,496.0,497,613.0,31001
2006,15332,NC,M,723.0,0,6,47,6,10.0,371,414.0,398,456.0,18915
2007,74235,MI,M,473.0,1,0,94,13,26.0,327,338.0,348,363.0,12580
2008,167039,CA,F,3201.0,92,9,72,5,5.0,497,552.0,539,591.0,19656
2009,165509,CA,M,2213.0,77,7,62,4,10.0,447,447.0,491,491.0,16702
2010,151653,CA,F,1455.0,7,19,39,6,10.0,376,417.0,393,426.0,14860
2011,100132,MO,F,393.0,0,0,71,10,15.0,216,258.0,258,301.0,10107
2012,161726,CA,F,2453.0,86,16,45,5,7.0,438,451.0,436,475.0,15707
2013,125986,TX,M,533.0,1,3,75,13,17.0,246,276.0,287,308.0,10096
2014,185394,MI,F,647.0,0,7,80,8,5.0,285,317.0,300,338.0,12910
2015,43799,FL,F,1044.0,15,8,35,13,20.0,366,318.0,458,499.0,22427
2016,161838,CA,F,1953.0,47,25,43,13,14.0,304,353.0,337,380.0,13811
2017,161838,CA,F,1953.0,47,25,43,13,14.0,304,353.0,337,380.0,13811
2018,161838,CA,F,1953.0,47,25,43,13,14.0,304,353.0,337,380.0,13811
2019,138311,AZ,Female,1708.0,36,7,19,9,20.0,437,586.0,551,684.0,29098
2020,123469,TX,M,561.0,1,5,68,5,5.0,493,529.0,506,540.0,16623
2021,135341,AZ,Female,700.0,0,9,12,12,12.0,205,221.0,276,295.0,12713
2022,119966,TX,F,321.0,0,3,68,8,11.0,225,264.0,243,281.0,9372
2023,152470,CA,F,5725.0,97,13,22,23,45.0,610,763.0,698,807.0,53158
2024,48527,AL,Male,931.0,0,0,65,4,3.0,407,502.0,439,496.0,17743
2025,171528,CA,F,1895.0,46,10,62,6,5.0,317,389.0,405,471.0,17431
2026,50122,Tennessee,F,715.0,2,0,75,9,10.0,318,340.0,352,370.0,12416
2027,92293,IL,F,3359.0,87,16,74,5,5.0,878,897.0,934,973.0,35266
2028,47191,AL,F,950.0,3,6,55,4,5.0,264,295.0,330,378.0,20090
2029,89288,IL,F,1243.0,9,18,70,10,15.0,414,467.0,464,507.0,15884
2030,101676,MO,M,1162.0,7,4,60,10,15.0,529,560.0,571,612.0,18860
2031,30051,GA,F,359.0,0,0,90,9,10.0,205,260.0,250,292.0,9279
2032,141500,NV,M,720.0,0,9,19,11,18.0,328,357.0,358,381.0,12646
2033,21599,SC,M,1168.0,15,1,68,5,7.0,365,430.0,403,460.0,18128
2034,110789,LA,F,324.0,1,0,91,8,15.0,129,204.0,226,277.0,9585
2035,139512,NM,M,828.0,2,4,39,20,20.0,318,368.0,366,416.0,14887
2036,142662,CA,F,1188.0,5,10,34,8,10.0,166,218.0,194,243.0,10014
2037,82920,MN,F,915.0,0,4,60,5,5.0,469,514.0,514,566.0,17112
2038,168186,CA,F,2412.0,91,17,55,20,10.0,549,534.0,564,549.0,16642
2039,94503,IL,F,550.0,3,16,56,12,10.0,157,173.0,215,217.0,6493
2040,167406,CA,F,4135.0,97,7,60,7,7.0,602,608.0,665,694.0,33830
2041,170722,CA,F,2043.0,52,10,56,13,20.0,296,569.0,399,598.0,15530
2042,101989,MO,F,523.0,0,1,77,3,5.0,314,330.0,327,350.0,11799
2043,66577,MI,F,2417.0,69,17,43,10,10.0,575,835.0,693,905.0,34152
2044,33003,FL,F,831.0,1,5,17,7,8.0,242,286.0,281,333.0,19039
2045,70216,MI,M,364.0,1,3,76,9,20.0,312,335.0,293,315.0,9474
2046,43086,FL,F,795.0,0,6,12,7,20.0,352,406.0,397,444.0,18613
2047,122110,TX,U,408.0,0,15,71,4,10.0,254,292.0,303,324.0,8051
2048,150684,CA,M,2476.0,71,50,38,17,34.0,366,453.0,470,537.0,15702
2049,162341,CA,F,3693.0,97,23,56,11,14.0,358,393.0,393,442.0,16753
2050,56407,KY,F,382.0,0,0,92,10,20.0,173,211.0,233,259.0,9037
2051,188988,IN,F,667.0,1,2,70,6,7.0,243,311.0,298,351.0,12239
2052,35581,FL,M,906.0,3,4,37,10,15.0,296,377.0,360,473.0,16729
2053,46358,FL,M,715.0,0,6,28,7,9.0,362,371.0,388,408.0,12806
2054,109533,LA,M,576.0,2,1,66,7,25.0,290,318.0,339,375.0,9596
2055,81322,WI,male,335.0,0,1,88,10,15.0,209,252.0,268,311.0,9461
2056,179275,WA,F,1424.0,21,4,56,9,25.0,419,446.0,477,506.0,16767
2057,48691,AL,F,733.0,0,1,75,10,20.0,316,378.0,374,412.0,19790
2058,24420,SC,F,1333.0,11,2,29,8,12.0,162,451.0,234,476.0,4738
2059,165368,CA,M,3899.0,97,14,49,33,20.0,733,786.0,749,811.0,28586
2060,41545,FL,M,658.0,0,11,23,5,5.0,373,392.0,417,436.0,14942
2061,106235,KS,M,498.0,0,0,69,5,5.0,273,302.0,304,346.0,12893
2062,133640,ID,M,793.0,16,0,45,7,10.0,359,372.0,464,505.0,19844
2063,176443,OR,F,641.0,1,4,45,14,10.0,291,300.0,356,391.0,12815
2064,190976,AZ,F,558.0,0,4,33,14,20.0,298,301.0,327,345.0,10331
2065,145911,CA,F,3314.0,99,33,47,11,10.0,781,755.0,820,828.0,25608
2066,32984,AP,Male,0.0,0,0,0,9,8.0,0,0.0,0,0.0,0
2067,67541,MI,F,558.0,0,0,69,6,7.0,344,366.0,398,414.0,14032
2068,86803,MT,female,419.0,1,1,63,7,10.0,184,214.0,253,279.0,9682
2069,100324,MO,F,1783.0,36,0,62,20,20.0,577,603.0,609,653.0,26826
2070,132444,CO,F,543.0,0,1,55,15,20.0,428,431.0,421,434.0,12010
2071,107235,NE,M,1344.0,12,4,53,7,11.0,639,733.0,676,758.0,27610
2072,67304,MI,F,1335.0,24,4,67,22,20.0,597,682.0,644,724.0,28770
2073,82040,WI,male,493.0,1,2,81,2,3.0,213,248.0,258,294.0,10815
2074,43674,FL,F,888.0,0,5,13,5,10.0,328,368.0,371,410.0,17342
2075,159171,CA,F,1968.0,45,9,50,9,15.0,416,485.0,449,496.0,16541
2076,64400,IN,M,1033.0,4,14,47,15,21.0,329,460.0,376,473.0,16482
2077,11284,FL,M,934.0,9,4,11,6,4.0,324,391.0,404,478.0,17408
2078,74419,MI,F,578.0,1,2,83,9,10.0,242,306.0,279,328.0,12451
2079,55840,MS,M,406.0,0,1,61,17,16.0,240,243.0,255,265.0,6733
2080,22176,NC,M,474.0,1,1,73,9,12.0,163,205.0,218,253.0,10597
2081,25678,FL,M,721.0,2,3,51,8,20.0,302,339.0,335,365.0,12474
2082,107569,NE,M,443.0,0,1,79,36,50.0,231,288.0,281,323.0,11042
2083,70301,MI,F,841.0,0,2,79,10,5.0,334,409.0,378,462.0,17676
2084,39020,FL,M,724.0,0,19,25,12,21.0,327,384.0,319,371.0,15784
2085,125906,TX,F,924.0,1,3,55,4,6.0,414,443.0,427,438.0,14092
2086,23934,SC,F,1056.0,5,6,78,3,25.0,405,498.0,444,485.0,15432
2087,112751,OK,F,1017.0,2,0,55,13,50.0,672,700.0,647,673.0,18233
2088,3651,MI,F,668.0,8,3,24,25,25.0,300,322.0,344,385.0,14567
2089,1068,CA,F,3528.0,98,18,43,6,5.0,814,808.0,867,867.0,25564
2090,120128,TX,F,417.0,0,0,89,14,15.0,277,300.0,258,326.0,10308
2091,152092,CA,F,1232.0,1,14,37,3,5.0,203,229.0,241,267.0,10129
2092,85913,SD,M,396.0,1,1,18,9,14.0,248,274.0,284,304.0,10419
2093,43226,FL,M,764.0,1,10,9,15,20.0,269,307.0,317,353.0,13439
2094,60738,IN,F,877.0,0,14,53,5,5.0,419,473.0,450,496.0,16981
2095,60571,IN,M,696.0,3,0,73,10,15.0,354,402.0,407,472.0,15493
2096,131913,CO,F,1109.0,4,0,64,13,19.0,513,587.0,606,636.0,20235
2097,172140,CA,F,2099.0,53,3,66,10,10.0,588,609.0,610,643.0,19738
2098,147753,CA,F,4778.0,95,9,58,19,25.0,792,981.0,849,987.0,35530
2099,161856,CA,M,2264.0,68,13,42,11,15.0,430,441.0,404,392.0,16795
2100,140611,NM,F,740.0,2,9,26,4,4.0,240,288.0,294,324.0,10701
2101,30068,GA,F,573.0,0,1,84,7,12.0,250,295.0,285,316.0,9846
2102,96175,IL,M,258.0,0,7,63,5,5.0,60,120.0,89,209.0,4884
2103,727,IA,F,240.0,0,1,85,2,2.0,232,280.0,271,315.0,10744
2104,188893,NC,M,701.0,1,3,74,15,25.0,297,335.0,405,468.0,15258
2105,110425,LA,F,305.0,1,0,83,13,20.0,95,103.0,162,182.0,6104
2106,54897,GA,F,1271.0,4,5,39,15,20.0,733,752.0,743,752.0,23282
2107,173772,HI,F,1233.0,20,11,71,7,10.0,310,347.0,365,399.0,11450
2108,25560,GA,F,802.0,1,2,65,11,14.0,479,488.0,531,555.0,16469
2109,185886,WI,male,929.0,3,4,80,5,5.0,315,403.0,341,438.0,17069
2110,175847,OR,F,2070.0,53,4,41,5,10.0,540,781.0,678,876.0,33467
2111,29610,GA,M,387.0,1,0,74,4,5.0,191,221.0,285,325.0,11604
2112,86926,MT,female,585.0,0,1,58,8,15.0,197,244.0,228,288.0,11955
2113,179235,WA,male,1133.0,1,2,59,9,12.0,596,596.0,591,610.0,19287
2114,8276,CA,M,5914.0,98,17,38,12,15.0,1490,1500.0,1275,1282.0,58689
2115,27108,GA,F,656.0,3,0,58,7,15.0,304,309.0,308,312.0,14123
2116,56860,KY,F,439.0,0,0,84,11,24.0,328,335.0,350,356.0,9955
2117,157817,CA,F,2356.0,77,7,43,11,11.0,520,683.0,651,762.0,31180
2118,135296,AZ,Female,967.0,13,7,9,6,11.0,254,359.0,287,408.0,19177
2119,80995,WI,male,342.0,0,1,81,5,5.0,174,228.0,217,262.0,8356
2120,95943,IL,M,435.0,1,1,65,10,13.0,353,399.0,345,373.0,13341
2121,188141,FL,F,578.0,6,3,51,14,25.0,248,280.0,309,338.0,12336
2122,13523,NV,F,463.0,0,0,51,14,40.0,177,189.0,221,233.0,8068
2123,7518,WI,male,607.0,1,1,82,4,5.0,298,330.0,324,361.0,12279
2124,7637,Tennessee,F,353.0,0,0,51,9,10.0,179,220.0,221,258.0,9059
2125,40655,FL,M,810.0,0,2,24,11,20.0,295,373.0,374,430.0,19398
2126,87505,MT,female,375.0,0,0,62,8,8.0,200,181.0,225,222.0,7976
2127,176380,OR,M,865.0,4,6,36,10,15.0,459,536.0,530,615.0,21364
2128,45367,FL,M,1172.0,6,3,28,25,30.0,455,502.0,487,525.0,18415
2129,112496,AR,Female,1906.0,44,0,21,8,10.0,512,540.0,759,896.0,41437
2130,119576,TX,M,916.0,0,3,68,9,9.0,505,571.0,496,571.0,18849
2131,9923,TX,F,1234.0,19,3,58,11,14.0,363,456.0,441,561.0,21054
2132,69963,MI,F,567.0,0,0,80,23,25.0,359,395.0,370,405.0,14794
2133,32538,FL,F,752.0,0,9,24,5,6.0,346,367.0,374,413.0,14353
2134,175139,OR,M,685.0,0,6,54,10,15.0,237,305.0,306,338.0,11659
2135,138552,AZ,M,611.0,0,7,56,10,10.0,289,302.0,332,354.0,9529
2136,160103,CA,F,0.0,0,0,0,5,5.0,0,0.0,0,0.0,0
2137,152151,CA,M,1447.0,9,9,44,23,42.0,296,402.0,355,434.0,17489
2138,174271,HI,M,2786.0,68,19,67,15,18.0,301,366.0,340,393.0,16808
2139,41434,FL,M,782.0,0,2,33,6,5.0,435,437.0,443,451.0,14253
2140,3312,WI,male,930.0,2,1,76,11,15.0,397,511.0,441,552.0,17794
2141,120805,TX,F,693.0,5,3,75,6,5.0,332,339.0,367,390.0,15009
2142,2889,OK,F,208.0,0,0,60,3,3.0,210,261.0,261,305.0,11711
2143,162271,CA,M,4474.0,87,18,41,10,15.0,467,608.0,583,687.0,27544
2144,74955,IA,F,334.0,0,0,84,12,10.0,165,193.0,219,268.0,10461
2145,151846,CA,M,1234.0,2,27,38,5,10.0,284,276.0,308,284.0,8270
2146,148546,CA,M,4286.0,95,24,41,5,6.0,811,910.0,883,947.0,33614
2147,12837,IL,F,1072.0,0,10,83,18,10.0,547,597.0,555,636.0,17662
2148,119868,TX,F,696.0,1,1,77,10,10.0,409,439.0,439,470.0,18427
2149,185517,CA,M,1734.0,31,5,50,8,10.0,607,635.0,638,674.0,22234
2150,441,IL,F,550.0,6,0,49,5,10.0,91,163.0,166,254.0,10050
2151,132347,CA,M,3874.0,94,6,42,14,20.0,776,759.0,865,852.0,29217
2152,127444,CO,M,759.0,3,5,32,18,21.0,270,307.0,316,352.0,13278
2153,149767,CA,M,2105.0,59,43,28,10,15.0,535,555.0,557,578.0,17785
2154,172315,CA,F,1368.0,20,7,56,6,8.0,379,416.0,487,528.0,23121
2155,43001,FL,F,1167.0,20,11,20,15,15.0,267,274.0,323,349.0,14192
2156,15416,NC,M,859.0,0,1,71,20,30.0,428,454.0,442,482.0,15841
2157,141396,NV,M,1291.0,20,4,23,10,10.0,349,373.0,402,447.0,14894
2158,137743,AZ,Female,962.0,1,13,4,5,8.0,349,379.0,419,487.0,20739
2159,118487,TX,F,420.0,1,1,78,15,20.0,171,234.0,247,293.0,10643
2160,33393,FL,F,1571.0,28,17,15,22,10.0,473,496.0,518,526.0,21109
2161,79622,WI,F,842.0,0,3,70,9,5.0,463,469.0,492,493.0,15371
2162,99209,IL,F,517.0,1,0,74,2,3.0,303,344.0,348,416.0,15032
2163,23056,SC,F,1299.0,2,0,43,4,12.5,577,589.0,590,596.0,19461
2164,105068,KS,U,731.0,2,0,76,5,7.0,354,370.0,398,423.0,14555
2165,170479,CA,F,670.0,1,1,74,8,10.0,182,194.0,239,252.0,8448
2166,135174,AZ,Female,593.0,0,3,42,12,25.0,230,319.0,272,317.0,11405
2167,116669,TX,M,444.0,0,1,80,5,10.0,203,241.0,249,286.0,9449
2168,126415,TX,M,509.0,2,26,49,5,5.0,237,262.0,263,291.0,9830
2169,97736,IL,M,570.0,0,6,68,8,15.0,273,322.0,341,406.0,15035
2170,132437,CO,F,516.0,2,1,56,9,13.0,231,252.0,275,295.0,10607
2171,169198,CA,F,960.0,2,6,60,23,25.0,288,272.0,329,314.0,13094
2172,126949,TX,F,0.0,0,0,0,10,10.0,0,0.0,0,0.0,0
2173,24040,SC,M,781.0,1,1,54,8,20.0,357,375.0,373,408.0,13977
2174,51692,Tennessee,F,829.0,1,0,57,10,15.0,345,394.0,404,432.0,16592
2175,38539,FL,F,1458.0,24,22,3,5,13.0,275,446.0,427,597.0,34713
2176,181462,WA,F,978.0,5,3,58,15,23.0,312,329.0,369,384.0,12859
2177,153771,CA,F,2111.0,56,6,32,20,25.0,463,551.0,529,580.0,22198
2178,25558,GA,M,899.0,1,4,60,10,15.0,489,503.0,503,513.0,16749
2179,182916,WA,F,666.0,1,4,43,20,25.0,358,432.0,394,486.0,17162
2180,162213,CA,M,5000.0,98,9,44,10,7.0,665,780.0,737,827.0,37898
2181,177039,OR,F,620.0,0,3,44,9,21.0,232,288.0,284,331.0,11354
2182,107264,NE,M,612.0,0,3,64,13,20.0,359,404.0,380,400.0,14320
2183,60708,IN,U,482.0,0,0,55,3,5.0,344,429.0,401,447.0,13525
2184,12234,CA,F,2247.0,60,10,56,9,10.0,357,425.0,430,500.0,18748
2185,59240,IN,F,1395.0,28,7,61,9,10.0,575,580.0,687,704.0,24518
2186,127028,TX,F,586.0,0,2,65,9,18.0,242,295.0,288,348.0,13539
2187,72321,MI,M,628.0,2,3,71,8,10.0,310,344.0,337,369.0,12788
2188,161309,CA,M,1601.0,21,13,62,11,18.0,329,351.0,453,492.0,14811
2189,58991,KY,M,277.0,0,0,74,20,10.0,112,123.0,154,168.0,5611
2190,136772,AZ,F,801.0,0,2,34,12,19.0,349,416.0,410,476.0,15610
2191,190560,KS,M,220.0,0,2,71,3,5.0,181,238.0,220,272.0,9296
2192,158022,CA,F,2380.0,77,6,21,8,15.0,420,490.0,567,586.0,32129
2193,177260,OR,M,492.0,1,2,39,5,2.0,198,229.0,247,284.0,9629
2194,179257,WA,male,1449.0,3,10,46,6,10.0,605,618.0,635,657.0,17504
2195,13434,NC,M,1044.0,15,5,40,10,15.0,269,299.0,278,329.0,12648
2196,45351,FL,F,969.0,8,6,14,26,25.0,356,390.0,401,460.0,18690
2197,102534,AZ,M,1390.0,18,6,0,12,10.0,386,412.0,457,482.0,25272
2198,134159,UT,F,693.0,0,2,81,20,15.0,343,357.0,367,383.0,9139
2199,59746,IN,F,537.0,1,1,82,4,4.0,341,393.0,388,428.0,13705
2200,102953,MO,F,652.0,5,2,57,15,21.0,236,309.0,303,372.0,13699
